deposit,stake,currency_condition,fixed_income,net_revenue,revenue_share,revenue_share_cpa,currency_fixed_income,cpa_at,cpa_simulated_at,cpa_affiliate_at,registered_at,first_deposit_at,id,link_id,partner_link_accumulated_id,punter_id,cpa_betenlace,cpa_partner,deposit_count,stake_count,could_be_fraud,updated_at,created_at
60.00000000,0.00000000,EUR,0.00000000,24.53000000,0.00000000,0.00000000,EUR,,,,2023-12-15,,90731,6232,2199,1272429,0,0,0,0,false,2024-10-25 17:47:46.369000 +00:00,2023-12-19 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,-13.15000000,0.00000000,0.00000000,EUR,,,,2023-12-17,,90732,6232,2199,1272984,0,0,0,0,false,2024-10-25 17:47:46.369000 +00:00,2023-12-19 00:00:00.000000 +00:00
260.00000000,0.00000000,EUR,0.00000000,-55.92000000,0.00000000,0.00000000,EUR,,,,2023-12-19,,90736,6232,2199,1273665,0,0,0,0,false,2024-10-25 17:47:46.688000 +00:00,2023-12-21 00:00:00.000000 +00:00
435.00000000,0.00000000,EUR,0.00000000,-279.91000000,0.00000000,0.00000000,EUR,,,,2023-12-20,,90735,6232,2199,1274196,0,0,0,0,false,2024-10-25 17:47:46.555000 +00:00,2023-12-20 00:00:00.000000 +00:00
50.00000000,0.00000000,EUR,0.00000000,12.52000000,0.00000000,0.00000000,EUR,,,,2023-12-22,,90741,6232,2199,1274818,0,0,0,0,false,2024-10-25 17:47:46.815000 +00:00,2023-12-22 00:00:00.000000 +00:00
25.00000000,0.00000000,EUR,0.00000000,12.96000000,0.00000000,0.00000000,EUR,,,,2023-12-22,,90740,6232,2199,1274801,0,0,0,0,false,2024-10-25 17:47:46.815000 +00:00,2023-12-22 00:00:00.000000 +00:00
228.00000000,0.00000000,EUR,0.00000000,93.12000000,0.00000000,0.00000000,EUR,,,,2023-12-23,,90757,6232,2199,1275440,0,0,0,0,false,2024-10-25 17:48:36.509000 +00:00,2024-01-06 00:00:00.000000 +00:00
20.00000000,0.00000000,EUR,0.00000000,3.63000000,0.00000000,0.00000000,EUR,,,,2023-12-24,,90750,6232,2199,1275607,0,0,0,0,false,2024-10-25 17:47:47.091000 +00:00,2023-12-24 00:00:00.000000 +00:00
40.00000000,0.00000000,EUR,0.00000000,26.54000000,0.00000000,0.00000000,EUR,,,,2024-01-04,,90756,6232,2199,1279358,0,0,0,0,false,2024-10-25 17:48:36.403000 +00:00,2024-01-05 00:00:00.000000 +00:00
95.00000000,0.00000000,EUR,0.00000000,57.10000000,0.00000000,0.00000000,EUR,,,,2024-01-07,,90760,6232,2199,1280615,0,0,0,0,false,2024-10-25 17:48:36.631000 +00:00,2024-01-07 00:00:00.000000 +00:00
80.00000000,0.00000000,EUR,0.00000000,-52.50000000,0.00000000,0.00000000,EUR,,,,2024-01-07,,90761,6232,2199,1280634,0,0,0,0,false,2024-10-25 17:48:36.631000 +00:00,2024-01-07 00:00:00.000000 +00:00
10.00000000,0.00000000,EUR,0.00000000,7.45000000,0.00000000,0.00000000,EUR,,,,2024-01-07,,90762,6232,2199,1280932,0,0,0,0,false,2024-10-25 17:48:36.631000 +00:00,2024-01-07 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,-1.20000000,0.00000000,0.00000000,EUR,,,,2024-01-10,,90764,6232,2199,1282235,0,0,0,0,false,2024-10-25 17:48:46.082000 +00:00,2024-01-11 00:00:00.000000 +00:00
500.00000000,0.00000000,EUR,0.00000000,374.99000000,0.00000000,0.00000000,EUR,,,,2024-01-10,,90763,6232,2199,1282113,0,0,0,0,false,2024-10-25 17:48:45.969000 +00:00,2024-01-10 00:00:00.000000 +00:00
70.00000000,0.00000000,EUR,0.00000000,53.86000000,0.00000000,0.00000000,EUR,,,,2024-01-14,,90767,6232,2199,1283778,0,0,0,0,false,2024-10-25 17:48:46.411000 +00:00,2024-01-14 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,-1.20000000,0.00000000,0.00000000,EUR,,,,2024-01-15,,90769,6232,2199,1284153,0,0,0,0,false,2024-10-25 17:48:53.170000 +00:00,2024-01-17 00:00:00.000000 +00:00
20.00000000,0.00000000,EUR,0.00000000,7.64000000,0.00000000,0.00000000,EUR,,,,2024-01-15,,90768,6232,2199,1284169,0,0,0,0,false,2024-10-25 17:48:46.533000 +00:00,2024-01-15 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,-1.15000000,0.00000000,0.00000000,EUR,,,,2024-03-02,,90785,6232,2199,1305215,0,0,0,0,false,2024-10-25 17:49:47.317000 +00:00,2024-03-11 00:00:00.000000 +00:00
15.00000000,0.00000000,EUR,0.00000000,6.22000000,0.00000000,0.00000000,EUR,,,,2024-03-06,,90784,6232,2199,1306811,0,0,0,0,false,2024-10-25 17:49:46.729000 +00:00,2024-03-06 00:00:00.000000 +00:00
10.00000000,0.00000000,EUR,0.00000000,0.00000000,0.00000000,0.00000000,EUR,,,,2024-03-29,,90788,6232,2199,1315080,0,0,0,0,false,2024-10-25 17:49:49.671000 +00:00,2024-03-29 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,-2.68000000,0.00000000,0.00000000,EUR,,,,2024-03-31,,90790,6232,2199,1315555,0,0,0,0,false,2024-10-25 17:50:02.669000 +00:00,2024-04-06 00:00:00.000000 +00:00
2410.00000000,0.00000000,EUR,0.00000000,831.91000000,0.00000000,0.00000000,EUR,,,,2024-04-01,,90789,6232,2199,1315740,0,0,0,0,false,2024-10-25 17:50:01.937000 +00:00,2024-04-01 00:00:00.000000 +00:00
600.00000000,0.00000000,EUR,0.00000000,74.38000000,0.00000000,0.00000000,EUR,,,,2024-04-22,,90793,6232,2199,1322194,0,0,0,0,false,2024-10-25 17:50:04.476000 +00:00,2024-04-22 00:00:00.000000 +00:00
